Symbol	ID	Name	Synonyms	Chromosome	Category
IGHV4-59	28392	immunoglobulin heavy variable 4-59	IGHV459|VH	14	BCRSignalingPathway
IGHV4-61	28391	immunoglobulin heavy variable 4-61	IGHV461|VH	14	BCRSignalingPathway
IGHV4-B	28389	immunoglobulin heavy variable 4-B (provisional)	IGHV4B	14	BCRSignalingPathway
IGHV5-51	28388	immunoglobulin heavy variable 5-51	IGHV551|VH	14	BCRSignalingPathway
IGHV5-A	28386	"immunoglobulin heavy variable 5-A (provisional, gene/pseudogene)"	IGHV5A	14	BCRSignalingPathway
IGHV6-1	28385	immunoglobulin heavy variable 6-1	IGHV61|VH	14	BCRSignalingPathway
IGHV7-4-1	57289	immunoglobulin heavy variable 7-4-1	IGHV7-41|IGHV741	14	BCRSignalingPathway
IGHV7-81	28378	immunoglobulin heavy variable 7-81 (non-functional)	IGHV781	14	BCRSignalingPathway
IGK@	50802	immunoglobulin kappa locus	FLJ26296|IGK|IGKC|MGC22645|MGC27376|MGC40426|MGC71990	2	BCRSignalingPathway
IGKC	3514	immunoglobulin kappa constant	HCAK1|Km|MGC111575|MGC62011|MGC72072|MGC88770|MGC88771|MGC88809	2	BCRSignalingPathway
IGKDEL	3515	immunoglobulin kappa deleting element or like	IGKDE	2	BCRSignalingPathway
IGKJ@	7842	immunoglobulin kappa joining group	IGKJ	2	BCRSignalingPathway
IGKJ1	28950	immunoglobulin kappa joining 1	J1	2	BCRSignalingPathway
IGKJ2	28949	immunoglobulin kappa joining 2	J2	2	BCRSignalingPathway
IGKJ3	28948	immunoglobulin kappa joining 3	J3	2	BCRSignalingPathway
IGKJ4	28947	immunoglobulin kappa joining 4	J4	2	BCRSignalingPathway
IGKJ5	28946	immunoglobulin kappa joining 5	J5	2	BCRSignalingPathway
IGKV@	3519	immunoglobulin kappa variable group	IGKV|IGKV1|IGKV1@|IGKV2|IGKV2@|IGKV3|IGKV3@	2	BCRSignalingPathway
IGKV1-12	28940	immunoglobulin kappa variable 1-12	IGKV112|L19	2	BCRSignalingPathway
IGKV1-13	28939	immunoglobulin kappa variable 1-13 (gene/pseudogene)	IGKV113|L18	2	BCRSignalingPathway
IGKV1-16	28938	immunoglobulin kappa variable 1-16	IGKV116|L1	2	BCRSignalingPathway
IGKV1-17	28937	immunoglobulin kappa variable 1-17	A30|IGKV117	2	BCRSignalingPathway
IGKV1-27	28935	immunoglobulin kappa variable 1-27	A20|IGKV127	2	BCRSignalingPathway
IGKV1-33	28933	immunoglobulin kappa variable 1-33	IGKV133|O18	2	BCRSignalingPathway
IGKV1-37	28931	immunoglobulin kappa variable 1-37 (non-functional)	IGKV137|O14	2	BCRSignalingPathway
IGKV1-39	28930	immunoglobulin kappa variable 1-39 (gene/pseudogene)	IGKV139|O12|O12a	2	BCRSignalingPathway
IGKV1-5	28299	immunoglobulin kappa variable 1-5	IGKV|IGKV15|L12|L12a|MGC22745|MGC32715|MGC88810|V1	2	BCRSignalingPathway
IGKV1-6	28943	immunoglobulin kappa variable 1-6	IGKV16|L11	2	BCRSignalingPathway
IGKV1-8	28942	immunoglobulin kappa variable 1-8	IGKV18|L9	2	BCRSignalingPathway
IGKV1-9	28941	immunoglobulin kappa variable 1-9	IGKV19|L8	2	BCRSignalingPathway
IGKV1D-12	28903	immunoglobulin kappa variable 1D-12	IGKV1D12|L19	2	BCRSignalingPathway
IGKV1D-13	28902	immunoglobulin kappa variable 1D-13	IGKV1D13|L18	2	BCRSignalingPathway
IGKV1D-16	28901	immunoglobulin kappa variable 1D-16	IGKV1D16|L15|L15a	2	BCRSignalingPathway
IGKV1D-17	28900	immunoglobulin kappa variable 1D-17	IGKV1D17|L14	2	BCRSignalingPathway
IGKV1D-33	28896	immunoglobulin kappa variable 1D-33	IGKV1D33|O8	2	BCRSignalingPathway
IGKV1D-37	28894	immunoglobulin kappa variable 1D-37 (non-functional)	IGKV1D37|O4	2	BCRSignalingPathway
IGKV1D-39	28893	immunoglobulin kappa variable 1D-39	IGKV1D39|O2	2	BCRSignalingPathway
IGKV1D-42	28892	immunoglobulin kappa variable 1D-42 (non-functional)	IGKV1D42|L22	2	BCRSignalingPathway
IGKV1D-43	28891	immunoglobulin kappa variable 1D-43	IGKV1D43|L23|L23a	2	BCRSignalingPathway
IGKV1D-8	28904	immunoglobulin kappa variable 1D-8	IGKV1D8|L24|L24a	2	BCRSignalingPathway
IGKV2-24	28923	immunoglobulin kappa variable 2-24	A23|IGKV224	2	BCRSignalingPathway
IGKV2-28	28921	immunoglobulin kappa variable 2-28	A19|IGKV228	2	BCRSignalingPathway
IGKV2-30	28919	immunoglobulin kappa variable 2-30	A17|IGKV230	2	BCRSignalingPathway
IGKV2-40	28916	immunoglobulin kappa variable 2-40	IGKV240|O11|O11a	2	BCRSignalingPathway
IGKV2D-24	28885	immunoglobulin kappa variable 2D-24 (non-functional)	A7|IGKV2D24	2	BCRSignalingPathway
IGKV2D-28	28883	immunoglobulin kappa variable 2D-28	A3|IGKV2D28	2	BCRSignalingPathway
IGKV2D-29	28882	immunoglobulin kappa variable 2D-29	A2a|A2c|IGKV2D29	2	BCRSignalingPathway
IGKV2D-30	28881	immunoglobulin kappa variable 2D-30	A1|IGKV2D30	2	BCRSignalingPathway
IGKV2D-40	28878	immunoglobulin kappa variable 2D-40	IGKV2D40|O1	2	BCRSignalingPathway
IGKV3-11	28914	immunoglobulin kappa variable 3-11	IGKV311|L6	2	BCRSignalingPathway
IGKV3-15	28913	immunoglobulin kappa variable 3-15	IGKV315|L2	2	BCRSignalingPathway
IGKV3-20	28912	immunoglobulin kappa variable 3-20	13K18|A27|IGKV320	2	BCRSignalingPathway
IGKV3-7	28915	immunoglobulin kappa variable 3-7 (non-functional)	IGKV37|L10|L10a|Vh	2	BCRSignalingPathway
IGKV3D-11	28876	immunoglobulin kappa variable 3D-11	IGKV3D11|L20	2	BCRSignalingPathway
IGKV3D-15	28875	immunoglobulin kappa variable 3D-15 (gene/pseudogene)	IGKV3D15|L16|L16a|L16b|L16c	2	BCRSignalingPathway
IGKV3D-20	28874	immunoglobulin kappa variable 3D-20	A11|A11a|IGKV3D20	2	BCRSignalingPathway
IGKV3D-7	28877	immunoglobulin kappa variable 3D-7	IGKV3D7|L25	2	BCRSignalingPathway
IGKV4-1	28908	immunoglobulin kappa variable 4-1	B3|IGKV41	2	BCRSignalingPathway
IGKV5-2	28907	immunoglobulin kappa variable 5-2	B2|IGKV52	2	BCRSignalingPathway
IGKV6-21	28906	immunoglobulin kappa variable 6-21 (non-functional)	A26|IGKV621	2	BCRSignalingPathway
IGKV6D-21	28870	immunoglobulin kappa variable 6D-21 (non-functional)	A10|IGKV6D21	2	BCRSignalingPathway
IGKV6D-41	28869	immunoglobulin kappa variable 6D-41 (non-functional)	A14	2	BCRSignalingPathway
IGL@	3535	immunoglobulin lambda locus	IGL|MGC88804	22	BCRSignalingPathway
IGLC@	3536	immunoglobulin lambda constant group	IGLC	22	BCRSignalingPathway
IGLC1	3537	immunoglobulin lambda constant 1 (Mcg marker)	IGLC	22	BCRSignalingPathway
IGLC2	3538	immunoglobulin lambda constant 2 (Kern-Oz- marker)	IGLC|MGC20392|MGC45681	22	BCRSignalingPathway
IGLC3	3539	immunoglobulin lambda constant 3 (Kern-Oz+ marker)	IGLC	22	BCRSignalingPathway
IGLC6	3542	"immunoglobulin lambda constant 6 (Kern+Oz- marker, gene/pseudogene)"	IGLC	22	BCRSignalingPathway
IGLC7	28834	immunoglobulin lambda constant 7	C7	22	BCRSignalingPathway
IGLJ@	8217	immunoglobulin lambda joining group	IGLJ	22	BCRSignalingPathway
IGLJ1	28833	immunoglobulin lambda joining 1	J1	22	BCRSignalingPathway
IGLJ2	28832	immunoglobulin lambda joining 2	J2	22	BCRSignalingPathway
IGLJ3	28831	immunoglobulin lambda joining 3	J3	22	BCRSignalingPathway
IGLJ4	28830	immunoglobulin lambda joining 4 (non-functional)	-	22	BCRSignalingPathway
IGLJ5	28829	immunoglobulin lambda joining 5 (non-functional)	-	22	BCRSignalingPathway
IGLJ6	28828	immunoglobulin lambda joining 6	-	22	BCRSignalingPathway
IGLJ7	28827	immunoglobulin lambda joining 7	J7	22	BCRSignalingPathway
IGLV@	3546	immunoglobulin lambda variable group	IGLV	22	BCRSignalingPathway
IGLV1-36	28826	immunoglobulin lambda variable 1-36	IGLV136|V1-11	22	BCRSignalingPathway
IGLV1-40	28825	immunoglobulin lambda variable 1-40	IGLV140|V1-13	22	BCRSignalingPathway
IGLV1-44	28823	immunoglobulin lambda variable 1-44	IGLV144|V1-16	22	BCRSignalingPathway
IGLV1-47	28822	immunoglobulin lambda variable 1-47	IGLV147|V1-17	22	BCRSignalingPathway
IGLV1-50	28821	immunoglobulin lambda variable 1-50 (non-functional)	IGLV150|V1-18	22	BCRSignalingPathway
IGLV1-51	28820	immunoglobulin lambda variable 1-51	IGLV151|V1-19	22	BCRSignalingPathway
IGLV10-54	28772	immunoglobulin lambda variable 10-54	IGLV1054|V1-20	22	BCRSignalingPathway
IGLV11-55	28770	immunoglobulin lambda variable 11-55 (non-functional)	IGLV1155|V4-6	22	BCRSignalingPathway
IGLV2-11	28816	immunoglobulin lambda variable 2-11	IGLV211|V1-3	22	BCRSignalingPathway
IGLV2-14	28815	immunoglobulin lambda variable 2-14	IGLV214|V1-4	22	BCRSignalingPathway
IGLV2-18	28814	immunoglobulin lambda variable 2-18	IGLV218|V1-5	22	BCRSignalingPathway
IGLV2-23	28813	immunoglobulin lambda variable 2-23	IGLV223|V1-7	22	BCRSignalingPathway
IGLV2-33	28811	immunoglobulin lambda variable 2-33 (non-functional)	IGLV233|V1-9	22	BCRSignalingPathway
IGLV2-8	28817	immunoglobulin lambda variable 2-8	IGLV28|V1-2	22	BCRSignalingPathway
IGLV3-1	28809	immunoglobulin lambda variable 3-1	IGLV31|V2-1	22	BCRSignalingPathway
IGLV3-10	28803	immunoglobulin lambda variable 3-10	IGLV310|V2-7	22	BCRSignalingPathway
IGLV3-12	28802	immunoglobulin lambda variable 3-12	IGLV312|V2-8	22	BCRSignalingPathway
IGLV3-16	28799	immunoglobulin lambda variable 3-16	IGLV316|V2-11	22	BCRSignalingPathway
IGLV3-19	28797	immunoglobulin lambda variable 3-19	IGLV319|V2-13|VL3L	22	BCRSignalingPathway
IGLV3-21	28796	immunoglobulin lambda variable 3-21	IGLV321|V2-14	22	BCRSignalingPathway
IGLV3-22	28795	immunoglobulin lambda variable 3-22 (gene/pseudogene)	IGLV322|V2-15	22	BCRSignalingPathway
IGLV3-25	28793	immunoglobulin lambda variable 3-25	IGLV325|MGC105005|V2-17	22	BCRSignalingPathway
IGLV3-27	28791	immunoglobulin lambda variable 3-27	IGLV327|V2-19	22	BCRSignalingPathway
IGLV3-32	28787	immunoglobulin lambda variable 3-32 (non-functional)	IGLV332|V2-23P	22	BCRSignalingPathway
IGLV3-9	28804	immunoglobulin lambda variable 3-9 (gene/pseudogene)	IGLV39|V2-6	22	BCRSignalingPathway
IGLV4-3	28786	immunoglobulin lambda variable 4-3	IGLV43|V5-1	22	BCRSignalingPathway
IGLV4-60	28785	immunoglobulin lambda variable 4-60	IGLV460|V5-4	22	BCRSignalingPathway
IGLV4-69	28784	immunoglobulin lambda variable 4-69	IGLV469|V5-6	22	BCRSignalingPathway
IGLV5-37	28783	immunoglobulin lambda variable 5-37	IGLV537|V4-1	22	BCRSignalingPathway
IGLV5-39	28782	immunoglobulin lambda variable 5-39	IGLV539	22	BCRSignalingPathway
IGLV5-45	28781	immunoglobulin lambda variable 5-45	IGLV545|V4-2	22	BCRSignalingPathway
IGLV5-48	28780	immunoglobulin lambda variable 5-48 (non-functional)	IGLV548|V4-3	22	BCRSignalingPathway
IGLV5-52	28779	immunoglobulin lambda variable 5-52	IGLV552|V4-4	22	BCRSignalingPathway
IGLV6-57	28778	immunoglobulin lambda variable 6-57	IGLV657|MGC34845|V1-22	22	BCRSignalingPathway
IGLV7-43	28776	immunoglobulin lambda variable 7-43	IGLV743|V3-2	22	BCRSignalingPathway
IGLV7-46	28775	immunoglobulin lambda variable 7-46 (gene/pseudogene)	IGLV746|V3-3	22	BCRSignalingPathway
IGLV8-61	28774	immunoglobulin lambda variable 8-61	IGLV861|V3-4	22	BCRSignalingPathway
IGLV9-49	28773	immunoglobulin lambda variable 9-49	IGLV949|V5-2	22	BCRSignalingPathway
C3	718	complement component 3	ARMD9|ASP|CPAMD1	19	Chemokines
C5	727	complement component 5	CPAMD4|FLJ17816|FLJ17822|MGC142298	9	Chemokines
CAMP	820	cathelicidin antimicrobial peptide	CAP18|CRAMP|FALL-39|FALL39|HSD26|LL37	3	Chemokines
CCL1	6346	chemokine (C-C motif) ligand 1	I-309|P500|SCYA1|SISe|TCA3	17	Chemokines
CCL11	6356	chemokine (C-C motif) ligand 11	MGC22554|SCYA11	17	Chemokines
CCL13	6357	chemokine (C-C motif) ligand 13	CKb10|MCP-4|MGC17134|NCC-1|NCC1|SCYA13|SCYL1	17	Chemokines
CCL14	6358	chemokine (C-C motif) ligand 14	CC-1|CC-3|CKb1|FLJ16015|HCC-1|HCC-3|MCIF|NCC-2|NCC2|SCYA14|SCYL2|SY14	17	Chemokines
CCL14-CCL15	348249	"chemokine ligand 14, chemokine ligand 15 transcription unit"	-	17	Chemokines
CCL15	6359	chemokine (C-C motif) ligand 15	HCC-2|HMRP-2B|LKN1|Lkn-1|MIP-1d|MIP-5|NCC-3|NCC3|SCYA15|SCYL3|SY15	17	Chemokines
CCL16	6360	chemokine (C-C motif) ligand 16	CKb12|HCC-4|ILINCK|LCC-1|LEC|LMC|MGC117051|Mtn-1|NCC-4|NCC4|SCYA16|SCYL4	17	Chemokines
CCL17	6361	chemokine (C-C motif) ligand 17	A-152E5.3|ABCD-2|MGC138271|MGC138273|SCYA17|TARC	16	Chemokines
CCL18	6362	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)	AMAC-1|AMAC1|CKb7|DC-CK1|DCCK1|MIP-4|PARC|SCYA18	17	Chemokines
CCL19	6363	chemokine (C-C motif) ligand 19	CKb11|ELC|MGC34433|MIP-3b|MIP3B|SCYA19	9	Chemokines
CCL2	6347	chemokine (C-C motif) ligand 2	GDCF-2|HC11|HSMCR30|MCAF|MCP-1|MCP1|MGC9434|SCYA2|SMC-CF	17	Chemokines
CCL20	6364	chemokine (C-C motif) ligand 20	CKb4|LARC|MIP-3a|MIP3A|SCYA20|ST38	2	Chemokines
CCL21	6366	chemokine (C-C motif) ligand 21	6Ckine|CKb9|ECL|MGC34555|SCYA21|SLC|TCA4	9	Chemokines
CCL22	6367	chemokine (C-C motif) ligand 22	A-152E5.1|ABCD-1|DC/B-CK|MDC|MGC34554|SCYA22|STCP-1	16	Chemokines
CCL23	6368	chemokine (C-C motif) ligand 23	CK-BETA-8|CKb8|Ckb-8|Ckb-8-1|MIP-3|MIP3|MPIF-1|SCYA23	17	Chemokines
CCL24	6369	chemokine (C-C motif) ligand 24	Ckb-6|MPIF-2|MPIF2|SCYA24	7	Chemokines
CCL25	6370	chemokine (C-C motif) ligand 25	Ckb15|MGC150327|SCYA25|TECK	19	Chemokines
CCL26	10344	chemokine (C-C motif) ligand 26	IMAC|MGC126714|MIP-4a|MIP-4alpha|SCYA26|TSC-1	7	Chemokines
CCL27	10850	chemokine (C-C motif) ligand 27	ALP|CTACK|CTAK|ESKINE|ILC|PESKY|SCYA27	9	Chemokines
CCL28	56477	chemokine (C-C motif) ligand 28	CCK1|MEC|MGC71902|SCYA28	5	Chemokines
CCL3	6348	chemokine (C-C motif) ligand 3	G0S19-1|LD78ALPHA|MIP-1-alpha|MIP1A|SCYA3	17	Chemokines
CCL3L1	6349	chemokine (C-C motif) ligand 3-like 1	464.2|D17S1718|G0S19-2|LD78|LD78BETA|MGC104178|MGC12815|MGC182017|MIP1AP|SCYA3L|SCYA3L1	17	Chemokines
CCL3L2	390788	chemokine (C-C motif) ligand 3-like 2	G0S19-3|LD78gamma|SCYA3L2	17	Chemokines
CCL3L3	414062	chemokine (C-C motif) ligand 3-like 3	464.2|D17S1718|LD78|LD78BETA|MGC12815|SCYA3L|SCYA3L1	17	Chemokines
CCL4	6351	chemokine (C-C motif) ligand 4	ACT2|AT744.1|G-26|LAG1|MGC104418|MGC126025|MGC126026|MIP-1-beta|MIP1B|MIP1B1|SCYA2|SCYA4	17	Chemokines
CCL4L1	9560	chemokine (C-C motif) ligand 4-like 1	AT744.2|CCL4L|LAG-1|LAG1|SCYA4L	17	Chemokines
CCL4L2	388372	chemokine (C-C motif) ligand 4-like 2	AT744.2|CCL4L|SCYA4L	17	Chemokines
CCL5	6352	chemokine (C-C motif) ligand 5	D17S136E|MGC17164|RANTES|SCYA5|SISd|TCP228	17	Chemokines
CCL7	6354	chemokine (C-C motif) ligand 7	FIC|MARC|MCP-3|MCP3|MGC138463|MGC138465|NC28|SCYA6|SCYA7	17	Chemokines
CCL8	6355	chemokine (C-C motif) ligand 8	HC14|MCP-2|MCP2|SCYA10|SCYA8	17	Chemokines
CKLF	51192	chemokine-like factor	C32|CKLF1|CKLF2|CKLF3|CKLF4|HSPC224|UCK-1	16	Chemokines
CMA1	1215	"chymase 1, mast cell"	CYH|MCT1|MGC119890|MGC119891|chymase	14	Chemokines
CTSG	1511	cathepsin G	CG|MGC23078	14	Chemokines
CX3CL1	6376	chemokine (C-X3-C motif) ligand 1	ABCD-3|C3Xkine|CXC3|CXC3C|NTN|NTT|SCYD1|fractalkine|neurotactin	16	Chemokines
CXCL1	2919	"chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)"	FSP|GRO1|GROa|MGSA|MGSA-a|NAP-3|SCYB1	4	Chemokines
CXCL10	3627	chemokine (C-X-C motif) ligand 10	C7|IFI10|INP10|IP-10|SCYB10|crg-2|gIP-10|mob-1	4	Chemokines
CXCL11	6373	chemokine (C-X-C motif) ligand 11	H174|I-TAC|IP-9|IP9|MGC102770|SCYB11|SCYB9B|b-R1	4	Chemokines
CXCL12	6387	chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1)	PBSF|SCYB12|SDF-1a|SDF-1b|SDF1|SDF1A|SDF1B|TLSF-a|TLSF-b|TPAR1	10	Chemokines
CXCL13	10563	chemokine (C-X-C motif) ligand 13	ANGIE|ANGIE2|BCA-1|BCA1|BLC|BLR1L|SCYB13	4	Chemokines
CXCL14	9547	chemokine (C-X-C motif) ligand 14	BMAC|BRAK|KS1|Kec|MGC10687|MIP-2g|NJAC|SCYB14|bolekine	5	Chemokines
CXCL16	58191	chemokine (C-X-C motif) ligand 16	CXCLG16|SR-PSOX|SRPSOX	17	Chemokines
CXCL17	284340	chemokine (C-X-C motif) ligand 17	DMC|Dcip1|MGC138300|UNQ473|VCC-1|VCC1	19	Chemokines
CXCL2	2920	chemokine (C-X-C motif) ligand 2	CINC-2a|GRO2|GROb|MGSA-b|MIP-2a|MIP2|MIP2A|SCYB2	4	Chemokines
CXCL3	2921	chemokine (C-X-C motif) ligand 3	CINC-2b|GRO3|GROg|MIP-2b|MIP2B|SCYB3	4	Chemokines
CXCL5	6374	chemokine (C-X-C motif) ligand 5	ENA-78|SCYB5	4	Chemokines
CXCL6	6372	chemokine (C-X-C motif) ligand 6 (granulocyte chemotactic protein 2)	CKA-3|GCP-2|GCP2|SCYB6	4	Chemokines
CXCL9	4283	chemokine (C-X-C motif) ligand 9	CMK|Humig|MIG|SCYB9|crg-10	4	Chemokines
CYR61	3491	"cysteine-rich, angiogenic inducer, 61"	CCN1|GIG1|IGFBP10	1	Chemokines
DEFA1	1667	"defensin, alpha 1"	DEF1|DEFA2|HNP-1|HP-1|MGC138393|MRS	8	Chemokines
DEFA3	1668	"defensin, alpha 3, neutrophil-specific"	DEF3|HNP-3|HNP3|HP-3	8	Chemokines
DEFA5	1670	"defensin, alpha 5, Paneth cell-specific"	DEF5|HD-5|MGC129728	8	Chemokines
DEFB1	1672	"defensin, beta 1"	BD1|DEFB-1|DEFB101|HBD1|MGC51822	8	Chemokines
DEFB103A	55894	"defensin, beta 103A"	DEFB103|DEFB3|HBD-3|HBD3|HBP-3|HBP3	8	Chemokines
DEFB104A	140596	"defensin, beta 104A"	BD-4|DEFB-4|DEFB104|DEFB4|MGC118942|MGC118944|MGC118945|hBD-4	8	Chemokines
DEFB4	1673	"defensin, beta 4"	DEFB-2|DEFB102|DEFB2|HBD-2|SAP1	8	Chemokines
EDN1	1906	endothelin 1	ET1|HDLCQ7	6	Chemokines
EDN2	1907	endothelin 2	ET2|PPET2	1	Chemokines
EDN3	1908	endothelin 3	ET3|MGC15067|MGC61498	20	Chemokines
FGF10	2255	fibroblast growth factor 10	-	5	Chemokines
FGF2	2247	fibroblast growth factor 2 (basic)	BFGF|FGFB|HBGF-2	4	Chemokines
HTN3	3347	histatin 3	HIS2|HTN2|HTN5	4	Chemokines
IL8	3576	interleukin 8	CXCL8|GCP-1|GCP1|LECT|LUCT|LYNAP|MDNCF|MONAP|NAF|NAP-1|NAP1	4	Chemokines
LECT2	3950	leukocyte cell-derived chemotaxin 2	MGC126628|chm-II|chm2	5	Chemokines
PF4	5196	platelet factor 4	CXCL4|MGC138298|SCYB4	4	Chemokines
PF4V1	5197	platelet factor 4 variant 1	CXCL4L1|CXCL4V1|PF4-ALT|PF4A|SCYB4V1	4	Chemokines
PLAU	5328	"plasminogen activator, urokinase"	ATF|UPA|URK|u-PA	10	Chemokines
PPBP	5473	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)	B-TG1|Beta-TG|CTAP-III|CTAP3|CTAPIII|CXCL7|LA-PF4|LDGF|MDGF|NAP-2|PBP|SCYB7|TC1|TC2|TGB|TGB1|THBGB|THBGB1	4	Chemokines
PPBPL1	728045	pro-platelet basic protein-like 1	TGB2	4	Chemokines
PROK2	60675	prokineticin 2	BV8|KAL4|MIT1|PK2	3	Chemokines
RNASE2	6036	"ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin)"	EDN|RNS2	14	Chemokines
SAA1	6288	serum amyloid A1	MGC111216|PIG4|SAA|TP53I4	11	Chemokines
SAA2	6289	serum amyloid A2	-	11	Chemokines
SBDS	51119	Shwachman-Bodian-Diamond syndrome	CGI-97|FLJ10917|SDS|SWDS	7	Chemokines
SEMA3A	10371	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A"	Hsema-I|Hsema-III|MGC133243|SEMA1|SEMAD|SEMAIII|SEMAL|SemD|coll-1	7	Chemokines
SEMA3B	7869	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B"	FLJ34863|LUCA-1|SEMA5|SEMAA|SemA|semaV	3	Chemokines
SEMA3C	10512	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C"	SEMAE|SemE	7	Chemokines
SEMA3D	223117	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D"	MGC39708|Sema-Z2|coll-2	7	Chemokines
SEMA3E	9723	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E"	KIAA0331|M-SEMAH|M-SemaK|SEMAH|coll-5	7	Chemokines
SEMA3F	6405	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F"	SEMA-IV|SEMA4|SEMAK	3	Chemokines
SEMA3G	56920	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G"	FLJ00014|MGC119473|sem2	3	Chemokines
SEMA4A	64218	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A"	CORD10|FLJ12287|RP35|SEMAB|SEMB	1	Chemokines
SEMA4B	10509	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B"	KIAA1745|MGC131831|SEMAC|SemC	15	Chemokines
SEMA4C	54910	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C"	FLJ20369|KIAA1739|M-SEMA-F|MGC126382|MGC126383|SEMACL1|SEMAF|SEMAI	2	Chemokines
SEMA4D	10507	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D"	C9orf164|CD100|FLJ33485|FLJ34282|FLJ39737|FLJ46484|M-sema-G|MGC169138|MGC169141|SEMAJ|coll-4	9	Chemokines
SEMA4F	10505	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F"	M-SEMA|PRO2353|SEMAM|SEMAW|m-Sema-M	2	Chemokines
SEMA4G	57715	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G"	FLJ20590|KIAA1619|MGC102867	10	Chemokines
SEMA5A	9037	"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A"	FLJ12815|SEMAF|semF	5	Chemokines
SEMA5B	54437	"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B"	FLJ10372|KIAA1445|SEMAG|SemG	3	Chemokines
SEMA6A	57556	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A"	HT018|KIAA1368|SEMA|SEMA6A1|SEMAQ|VIA	5	Chemokines
SEMA6B	10501	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B"	SEM-SEMA-Y|SEMA-VIB|SEMAN|semaZ	19	Chemokines
SEMA6C	10500	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C"	SEMAY|m-SemaY|m-SemaY2	1	Chemokines
SEMA6D	80031	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D"	FLJ11598|KIAA1479	15	Chemokines
SEMA7A	8482	"semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)"	CD108|CDw108|H-SEMA-K1|H-Sema-L|JMH|MGC126692|MGC126696|SEMAK1|SEMAL	15	Chemokines
SLIT1	6585	slit homolog 1 (Drosophila)	MEGF4|MGC164811|SLIL1|SLIT3|Slit-1	10	Chemokines
SLIT2	9353	slit homolog 2 (Drosophila)	FLJ14420|SLIL3|Slit-2	4	Chemokines
TNC	3371	tenascin C	HXB|MGC167029|TN	9	Chemokines
TYMP	1890	thymidine phosphorylase	ECGF1|MNGIE|PDECGF|TP|hPD-ECGF	22	Chemokines
XCL1	6375	chemokine (C motif) ligand 1	ATAC|LPTN|LTN|SCM-1|SCM-1a|SCM1|SCYC1	1	Chemokines
XCL2	6846	chemokine (C motif) ligand 2	SCM-1b|SCM1B|SCYC2	1	Chemokines
C5AR1	728	complement component 5a receptor 1	C5A|C5AR|C5R1|CD88	19	Chemokine_Receptors
CCBP2	1238	chemokine binding protein 2	CCR10|CCR9|CMKBR9|D6|MGC126678|MGC138250|hD6	3	Chemokine_Receptors
CCR1	1230	chemokine (C-C motif) receptor 1	CD191|CKR-1|CKR1|CMKBR1|HM145|MIP1aR|SCYAR1	3	Chemokine_Receptors
CCR10	2826	chemokine (C-C motif) receptor 10	GPR2	17	Chemokine_Receptors
CCR3	1232	chemokine (C-C motif) receptor 3	CC-CKR-3|CD193|CKR3|CMKBR3|MGC102841	3	Chemokine_Receptors
CCR4	1233	chemokine (C-C motif) receptor 4	CC-CKR-4|CD194|CKR4|CMKBR4|ChemR13|HGCN:14099|K5-5|MGC88293	3	Chemokine_Receptors
CCR5	1234	chemokine (C-C motif) receptor 5	CC-CKR-5|CCCKR5|CD195|CKR-5|CKR5|CMKBR5|FLJ78003|IDDM22	3	Chemokine_Receptors
